farm_id,farmer_name,district,state,latitude,longitude,crop_type,farm_area,soil_health,soil_moisture,temperature,precipitation,humidity,drought_index,flood_risk,pest_risk,historical_yield,expected_yield,yield_variation,season,irrigation_status,weather_volatility,crop_price,previous_loss,climate_resilience,risk_score,crop_failure
FARM-455,Meena Pillai,Gorakhpur,Uttar Pradesh,26.5809,83.529,Wheat,0.78,79.0,40.1,27.2,89.5,74.0,0.262,0.407,0.308,4.64,4.74,0.284,Rabi,Partial,0.129,2335.0,0.614,0.525,0.1022,0
FARM-456,Sohan Bishnoi,Jalandhar,Punjab,31.4983,75.5088,Rice,7.25,81.6,48.0,25.3,99.8,53.0,0.12,0.371,0.238,3.83,3.89,0.461,Kharif,Good,0.463,2299.0,0.412,0.73,0.0721,0
FARM-457,Anil Patil,Murshidabad,West Bengal,24.116,88.5386,Rice,0.88,63.3,37.5,24.4,51.8,72.2,0.31,0.55,0.543,3.39,3.48,0.613,Kharif,Good,0.411,2006.0,0.295,0.574,0.6183,0
FARM-458,Gurpreet Naidu,Solapur,Maharashtra,17.6167,75.7535,Cotton,1.85,77.4,14.1,25.7,61.5,58.0,0.774,0.344,0.688,2.4,2.35,0.333,Kharif,None,0.443,6150.0,0.398,0.409,0.9116,1
FARM-459,Bhagwan Sharma,Rajkot,Gujarat,22.0475,70.3487,Sugarcane,1.35,42.3,28.3,29.4,81.5,62.3,0.68,0.256,0.308,74.75,78.81,0.392,Annual,Good,0.247,320.0,0.384,0.63,0.2991,0
FARM-460,Manoj Gowda,Rajkot,Gujarat,22.0728,70.7477,Cotton,0.69,51.7,33.2,24.2,136.9,56.0,0.492,0.318,0.667,1.84,1.67,0.831,Kharif,None,0.28,5818.0,0.16,0.378,0.7307,1
FARM-461,Anita Verma,Nagpur,Maharashtra,20.912,78.9472,Cotton,7.19,64.6,35.4,24.1,80.4,55.2,0.578,0.419,0.706,2.2,2.42,0.267,Kharif,Good,0.295,6664.0,0.6,0.74,0.2007,0
FARM-462,Anita Rathore,Surat,Gujarat,21.3055,72.8776,Wheat,6.01,56.8,18.5,31.0,36.7,51.2,0.646,0.349,0.304,4.74,5.08,0.2,Rabi,Partial,0.431,2285.0,0.697,0.583,0.7154,1
FARM-463,Sukhwinder Choudhary,Bathinda,Punjab,30.4839,74.9904,Maize,2.28,51.6,36.1,30.8,53.9,67.2,0.424,0.158,0.59,3.39,3.51,0.553,Kharif,Good,0.629,2277.0,0.084,0.569,0.4338,0
FARM-464,Lakshmi Singh,Madurai,Tamil Nadu,9.977,77.9929,Sugarcane,3.32,70.6,17.6,27.6,45.9,69.0,0.407,0.359,0.183,77.24,82.16,0.546,Annual,Partial,0.38,364.0,0.117,0.667,0.3343,0
FARM-465,Rekha Rao,Ujjain,Madhya Pradesh,22.9634,76.0472,Rice,3.15,57.8,34.8,25.7,151.8,52.1,0.58,0.332,0.541,4.89,5.08,0.511,Kharif,None,0.564,2283.0,0.415,0.44,0.8051,1
FARM-466,Anita Rathore,Meerut,Uttar Pradesh,29.1303,77.5305,Wheat,2.0,71.8,36.4,27.5,194.5,59.4,0.219,0.257,0.183,5.16,5.26,0.426,Rabi,None,0.179,2539.0,0.318,0.416,0.0296,0
FARM-467,Kavita Pillai,Sri Ganganagar,Rajasthan,29.6791,73.9691,Mustard,5.4,44.4,11.6,23.3,24.6,23.6,0.661,0.138,0.283,1.23,1.25,0.235,Rabi,None,0.168,5234.0,0.52,0.368,0.6969,0
FARM-468,Dinesh Patil,Gaya,Bihar,25.0693,84.8515,Rice,1.78,84.0,31.0,30.9,30.7,67.7,0.362,0.572,0.295,5.26,5.4,0.339,Kharif,Good,0.454,2220.0,0.337,0.797,0.142,0
FARM-469,Dinesh Pillai,Jalandhar,Punjab,31.3633,75.4882,Maize,3.07,98.0,36.2,27.4,65.3,72.7,0.504,0.196,0.68,5.12,5.19,0.318,Kharif,Good,0.423,2177.0,0.446,0.928,0.0529,0
FARM-470,Narayan Chauhan,Ujjain,Madhya Pradesh,23.1727,75.5063,Mustard,2.39,63.4,22.5,25.8,64.2,59.3,0.493,0.236,0.415,2.4,2.29,0.3,Rabi,None,0.621,5463.0,0.436,0.384,0.6856,0
FARM-471,Babu Choudhary,Thanjavur,Tamil Nadu,10.9364,79.2831,Rice,2.38,63.8,14.1,27.4,42.2,61.5,0.425,0.342,0.417,3.84,3.99,0.614,Kharif,None,0.509,2154.0,0.301,0.599,0.9376,1
FARM-472,Kishan Jadhav,Bareilly,Uttar Pradesh,28.6349,79.6733,Rice,1.9,85.1,27.2,26.4,84.7,52.1,0.201,0.423,0.601,5.38,5.09,0.247,Kharif,None,0.607,2030.0,0.313,0.464,0.6548,0
FARM-473,Sohan Kumar,Rohtak,Haryana,28.7606,76.6248,Sugarcane,0.99,53.4,43.1,21.4,55.9,59.7,0.18,0.074,0.438,73.13,75.86,0.741,Annual,Good,0.015,388.0,0.59,0.716,0.1467,0
FARM-474,Kamla Patel,Patiala,Punjab,30.533,76.1269,Maize,2.88,70.5,26.2,22.0,17.5,61.7,0.146,0.031,0.518,3.64,3.64,0.218,Kharif,None,0.276,2017.0,0.414,0.54,0.015,0
FARM-475,Narayan Yadav,Mandya,Karnataka,12.971,76.8392,Maize,8.74,67.4,8.0,25.0,36.5,75.2,0.694,0.232,0.52,3.81,4.12,0.476,Kharif,None,0.391,2133.0,0.316,0.52,0.8316,1
FARM-476,Raju Bishnoi,Muzaffarpur,Bihar,26.1882,85.337,Wheat,3.35,47.8,19.2,27.2,36.1,66.5,0.549,0.597,0.33,3.91,4.19,0.225,Rabi,Partial,0.446,2517.0,0.228,0.539,0.6795,1
FARM-477,Rekha Verma,Hisar,Haryana,29.1,75.7402,Mustard,3.74,52.0,50.0,25.1,107.6,59.9,0.472,0.306,0.499,1.03,0.99,0.3,Rabi,Good,0.475,5116.0,0.196,0.627,0.1868,0
FARM-478,Bhagwan Sharma,Madurai,Tamil Nadu,9.8996,77.9849,Sugarcane,2.04,57.1,43.6,27.4,161.2,64.8,0.502,0.069,0.488,96.31,102.1,0.25,Annual,Good,0.28,363.0,0.142,0.555,0.0788,0
FARM-479,Kamla Kumar,Bathinda,Punjab,30.0966,74.8593,Cotton,1.01,75.6,28.6,24.3,14.1,55.2,0.224,0.168,0.602,1.4,1.54,0.457,Kharif,Good,0.234,5825.0,0.256,0.679,0.1172,0
FARM-480,Sohan Gowda,Kurnool,Andhra Pradesh,16.0004,77.9597,Rice,2.0,74.3,30.8,33.1,36.5,69.6,0.579,0.596,0.461,3.7,3.73,0.188,Kharif,Partial,0.302,2386.0,0.243,0.539,0.627,1
FARM-481,Dinesh Kumar,Surat,Gujarat,21.1823,72.7714,Wheat,1.29,37.7,20.8,30.6,69.4,57.4,0.701,0.195,0.235,3.9,4.03,0.324,Rabi,None,0.433,2193.0,0.392,0.384,0.7314,1
FARM-482,Babu Das,Dharwad,Karnataka,15.2442,74.868,Maize,1.94,66.0,41.4,25.7,157.9,81.4,0.342,0.544,0.579,4.62,4.63,0.625,Kharif,None,0.253,1987.0,0.375,0.322,0.6526,1
FARM-483,Kishan Murugan,Thanjavur,Tamil Nadu,10.7754,79.3731,Cotton,1.22,58.9,20.8,29.2,101.0,47.6,0.531,0.141,0.445,1.29,1.34,0.431,Kharif,None,0.238,6673.0,0.278,0.397,0.4241,1
FARM-484,Gurpreet Jadhav,Bardhaman,West Bengal,23.109,87.7225,Rice,10.01,61.1,14.6,25.1,61.9,69.4,0.524,0.432,0.272,4.02,4.15,0.441,Kharif,None,0.511,2223.0,0.385,0.421,0.97,1
FARM-485,Kavita Mondal,Karnal,Haryana,29.4776,77.0292,Rice,1.71,60.3,37.3,28.6,61.7,51.5,0.281,0.046,0.458,2.53,2.59,0.269,Kharif,Good,0.298,2249.0,0.129,0.617,0.1068,0
FARM-486,Mohan Singh,Thanjavur,Tamil Nadu,10.9798,79.027,Cotton,3.5,63.8,35.1,27.6,27.2,75.6,0.277,0.181,0.541,2.26,2.28,0.52,Kharif,Good,0.484,6136.0,0.066,0.623,0.2251,0
FARM-487,Geeta Reddy,Bathinda,Punjab,30.0731,74.8972,Wheat,2.66,57.0,27.3,27.4,48.0,67.3,0.535,0.092,0.297,4.51,4.55,0.279,Rabi,Good,0.444,2118.0,0.532,0.607,0.1838,0
FARM-488,Shanti Patil,Murshidabad,West Bengal,24.0804,88.261,Rice,3.31,84.2,48.5,26.9,207.7,69.9,0.018,0.686,0.545,4.6,5.08,0.332,Kharif,None,0.463,2101.0,0.766,0.437,0.2806,0
FARM-489,Shanti Yadav,Nashik,Maharashtra,20.107,73.6515,Rice,1.19,49.2,19.7,27.3,43.3,50.4,0.432,0.367,0.354,2.77,2.71,0.501,Kharif,None,0.127,2440.0,0.21,0.344,0.8123,1
FARM-490,Sanjay Sharma,Muzaffarpur,Bihar,26.1054,85.2771,Rice,11.52,75.4,22.8,29.7,30.8,64.8,0.336,0.603,0.482,4.68,4.95,0.323,Kharif,None,0.401,2015.0,0.257,0.465,0.9394,1
FARM-491,Gurpreet Deshmukh,Belagavi,Karnataka,15.7918,74.4802,Pulses,1.24,48.3,26.4,25.6,107.8,60.2,0.726,0.227,0.521,1.17,1.22,0.669,Rabi,None,0.552,6816.0,0.256,0.351,0.9125,1
FARM-492,Vijay Murugan,Ludhiana,Punjab,30.8002,75.8497,Wheat,3.7,85.5,25.0,24.4,54.0,54.9,0.387,0.312,0.197,4.29,4.0,0.295,Rabi,Partial,0.368,2325.0,0.138,0.511,0.01,0
FARM-493,Laxman Jat,Gorakhpur,Uttar Pradesh,26.6315,83.3566,Wheat,1.95,77.0,40.9,31.2,62.0,60.1,0.231,0.394,0.424,4.78,5.02,0.266,Rabi,Good,0.593,2238.0,0.108,0.571,0.1326,0
FARM-494,Pushpa Ghosh,Mysuru,Karnataka,12.4323,76.8362,Rice,1.53,67.0,34.8,27.5,52.5,67.4,0.432,0.222,0.253,5.27,5.13,0.507,Kharif,Good,0.499,1955.0,0.231,0.634,0.1869,0
FARM-495,Geeta Kumar,Murshidabad,West Bengal,23.9526,88.6183,Rice,2.31,45.2,19.5,27.6,83.6,74.9,0.518,0.441,0.458,3.34,3.14,0.349,Kharif,Partial,0.302,2274.0,0.259,0.586,0.6967,1
FARM-496,Narayan Yadav,Gwalior,Madhya Pradesh,26.2929,78.198,Mustard,3.16,71.9,40.0,29.4,79.3,67.3,0.452,0.312,0.265,1.91,2.01,0.624,Rabi,Good,0.322,5323.0,0.169,0.586,0.0186,0
FARM-497,Bhagwan Gowda,Amritsar,Punjab,31.6785,74.6792,Rice,2.06,61.7,31.2,21.5,68.7,62.5,0.405,0.398,0.34,4.38,4.46,0.543,Kharif,Partial,0.514,2079.0,0.257,0.518,0.705,1
FARM-498,Meena Yadav,Dharwad,Karnataka,15.5388,75.0854,Pulses,5.37,49.9,24.9,24.6,65.7,45.2,0.42,0.488,0.29,1.09,1.13,0.76,Rabi,None,0.49,6356.0,0.107,0.389,0.8134,1
FARM-499,Mahesh Bishnoi,Bardhaman,West Bengal,23.1529,87.792,Mustard,4.53,50.8,44.1,28.0,163.5,78.9,0.437,0.651,0.557,1.01,1.01,0.364,Rabi,Good,0.371,5746.0,0.319,0.659,0.3559,0
FARM-500,Suresh Rathore,Salem,Tamil Nadu,11.4959,78.139,Rice,2.89,48.7,46.1,28.5,147.8,66.7,0.328,0.341,0.303,3.64,3.61,0.624,Kharif,Good,0.338,2213.0,0.299,0.535,0.1885,0
FARM-501,Rekha Jat,Nizamabad,Telangana,18.7593,78.245,Maize,1.43,61.9,39.3,25.4,104.9,56.7,0.41,0.249,0.445,3.91,3.9,0.379,Kharif,Partial,0.654,2028.0,0.196,0.565,0.3228,0
FARM-502,Shankar Chauhan,Bikaner,Rajasthan,28.2463,73.5226,Pulses,10.47,67.0,23.9,28.7,26.3,40.1,0.908,0.13,0.33,0.58,0.61,0.477,Rabi,Good,0.418,6756.0,0.259,0.663,0.2365,1
FARM-503,Sunita Sharma,Nizamabad,Telangana,18.375,77.8489,Cotton,4.72,44.1,33.5,25.0,79.5,55.5,0.348,0.185,0.502,1.36,1.27,0.303,Kharif,Good,0.268,6794.0,0.163,0.623,0.0463,0
FARM-504,Pushpa Kumar,Nashik,Maharashtra,19.8776,73.6472,Pulses,2.1,51.5,28.7,25.6,64.2,56.7,0.363,0.217,0.499,0.5,0.52,0.329,Rabi,Partial,0.76,5275.0,0.483,0.47,0.6928,1
FARM-505,Mohan Naidu,Bathinda,Punjab,30.1176,74.9619,Wheat,1.29,67.3,33.7,25.9,46.1,52.6,0.332,0.063,0.143,3.97,3.61,0.496,Rabi,Good,0.505,2502.0,0.075,0.607,0.1044,0
FARM-506,Shankar Kaur,Belagavi,Karnataka,15.6825,74.814,Sugarcane,1.55,48.5,47.4,26.2,156.8,63.5,0.543,0.321,0.679,66.68,67.66,0.361,Annual,Good,0.377,295.0,0.376,0.539,0.4805,1
FARM-507,Shanti Patel,Warangal,Telangana,17.7292,79.4803,Cotton,0.45,49.0,41.8,30.3,48.4,74.3,0.537,0.418,0.814,2.27,2.11,0.465,Kharif,Good,0.757,6102.0,0.187,0.454,0.8945,0
FARM-508,Mohan Gowda,Hooghly,West Bengal,22.9906,88.2659,Rice,1.87,59.5,31.0,29.0,22.4,69.3,0.265,0.637,0.412,5.35,5.59,0.5,Kharif,Good,0.466,2226.0,0.173,0.663,0.4788,1
FARM-509,Sukhwinder Murugan,Agra,Uttar Pradesh,26.9106,78.0169,Sugarcane,1.42,68.8,35.0,29.7,113.1,56.3,0.385,0.57,0.536,67.09,69.36,0.429,Annual,Good,0.684,327.0,0.217,0.581,0.4872,0
FARM-510,Pushpa Ghosh,Karnal,Haryana,29.642,77.4394,Sugarcane,1.1,51.1,45.7,26.4,35.5,57.3,0.11,0.299,0.391,71.32,72.29,0.21,Annual,Good,0.328,354.0,0.164,0.641,0.088,0
FARM-511,Sanjay Rathore,Solapur,Maharashtra,17.7046,75.811,Cotton,3.79,55.6,20.1,29.2,105.4,62.6,0.713,0.179,0.721,2.12,2.37,0.362,Kharif,None,0.303,6576.0,0.269,0.422,0.7071,0
FARM-512,Bhagwan Rathore,Mandya,Karnataka,12.5819,76.6814,Maize,3.88,75.6,42.4,27.2,128.5,59.6,0.597,0.28,0.424,4.21,4.35,0.434,Kharif,Good,0.364,2156.0,0.216,0.684,0.0889,0
FARM-513,Sunil Rathore,Kota,Rajasthan,25.5003,76.0462,Mustard,0.48,34.5,19.7,29.4,27.8,20.0,0.663,0.109,0.022,0.95,0.93,0.295,Rabi,Good,0.213,5818.0,0.156,0.591,0.1652,0
FARM-514,Kamla Jadhav,Jodhpur,Rajasthan,26.2265,72.7594,Pulses,1.4,54.3,34.9,30.1,42.1,40.6,0.57,0.14,0.415,0.71,0.72,0.225,Rabi,Good,0.141,6945.0,0.269,0.631,0.0445,0
FARM-515,Geeta Mondal,Indore,Madhya Pradesh,22.7519,75.6728,Wheat,0.72,66.3,34.0,23.6,136.3,68.4,0.21,0.349,0.085,4.48,4.65,0.44,Rabi,None,0.58,2126.0,0.635,0.337,0.4063,1
FARM-516,Radha Choudhary,Murshidabad,West Bengal,24.0025,88.0919,Rice,0.84,65.7,40.0,31.1,117.4,80.2,0.536,0.591,0.591,2.82,3.0,0.189,Kharif,Good,0.395,2703.0,0.65,0.637,0.5117,0
FARM-517,Rajinder Gowda,Krishna,Andhra Pradesh,16.5981,80.6183,Maize,3.18,70.0,32.4,30.6,28.0,69.7,0.601,0.609,0.594,2.77,3.0,0.374,Kharif,Good,0.542,2261.0,0.334,0.77,0.5332,0
FARM-518,Babu Verma,Patiala,Punjab,30.233,76.3129,Rice,1.96,68.6,42.5,20.1,53.0,43.1,0.183,0.364,0.385,3.49,3.9,0.344,Kharif,Good,0.348,2298.0,0.061,0.628,0.0425,0
FARM-519,Shankar Kaur,Mysuru,Karnataka,12.4917,76.6552,Sugarcane,1.52,47.7,34.7,27.0,139.1,59.5,0.558,0.263,0.284,95.4,98.49,0.315,Annual,Partial,0.457,373.0,0.329,0.396,0.508,1
FARM-520,Prakash Jadhav,Dharwad,Karnataka,15.6124,75.0174,Rice,2.24,60.6,24.2,26.4,94.5,52.4,0.453,0.171,0.261,4.1,4.35,0.703,Kharif,None,0.258,2139.0,0.277,0.363,0.6649,0
FARM-521,Lakshmi Verma,Ahmedabad,Gujarat,22.991,72.6504,Sugarcane,1.69,60.7,33.6,28.5,41.3,60.0,0.474,0.145,0.681,69.96,70.32,0.412,Annual,Good,0.236,373.0,0.207,0.661,0.3317,0
FARM-522,Radha Choudhary,Surat,Gujarat,21.092,73.2034,Cotton,10.91,51.4,30.4,31.4,58.5,45.2,0.505,0.48,0.741,1.96,2.03,0.613,Kharif,None,0.638,7259.0,0.354,0.373,0.8719,1
FARM-523,Savita Bishnoi,Murshidabad,West Bengal,24.0698,88.156,Rice,1.65,73.1,52.8,27.0,153.4,82.2,0.153,0.586,0.509,3.71,3.83,0.517,Kharif,Partial,0.373,2317.0,0.123,0.446,0.2341,0
FARM-524,Sunil Reddy,Ludhiana,Punjab,31.0978,75.6887,Wheat,2.02,56.1,40.2,26.3,96.9,70.5,0.075,0.243,0.315,3.45,3.54,0.199,Rabi,Good,0.274,2163.0,0.205,0.676,0.0553,0
FARM-525,Kishan Deshmukh,Amritsar,Punjab,31.4183,74.8645,Rice,5.06,79.5,31.7,26.5,110.3,53.6,0.397,0.164,0.297,5.17,4.86,0.615,Kharif,None,0.172,2255.0,0.43,0.433,0.1645,0
FARM-526,Anita Rathore,Salem,Tamil Nadu,11.8672,77.8892,Rice,3.12,65.9,38.8,27.2,53.3,81.3,0.315,0.305,0.726,3.79,4.08,0.465,Kharif,Good,0.11,2345.0,0.437,0.754,0.2086,0
FARM-527,Narayan Choudhary,Raichur,Karnataka,16.5671,77.2279,Sugarcane,2.32,65.0,28.6,29.2,65.9,64.1,0.355,0.195,0.487,82.49,86.72,0.62,Annual,Partial,0.789,371.0,0.246,0.425,0.8303,1
FARM-528,Sunil Rao,Bathinda,Punjab,30.0699,74.8737,Wheat,3.02,72.0,36.6,26.1,47.7,59.5,0.23,0.398,0.24,4.03,4.0,0.265,Rabi,Good,0.376,2456.0,0.492,0.591,0.0467,0
FARM-529,Rajinder Mondal,Meerut,Uttar Pradesh,28.8029,77.4224,Wheat,6.71,60.2,36.9,24.0,58.1,60.1,0.438,0.227,0.372,2.74,3.13,0.447,Rabi,Good,0.342,2288.0,0.354,0.617,0.1429,0
FARM-530,Babu Reddy,Sri Ganganagar,Rajasthan,29.7925,73.8764,Cotton,2.64,64.1,32.6,30.5,26.0,38.2,0.642,0.058,0.736,1.99,2.07,0.307,Kharif,Good,0.478,7258.0,0.228,0.616,0.3321,0
FARM-531,Babu Deshmukh,Hisar,Haryana,29.1348,75.7673,Wheat,2.97,66.1,44.7,23.7,31.4,51.6,0.319,0.212,0.327,5.97,6.0,0.206,Rabi,Good,0.093,2278.0,0.052,0.765,0.0967,0
FARM-532,Suresh Naidu,Bikaner,Rajasthan,28.1645,72.7795,Wheat,2.29,46.5,23.8,26.1,45.5,41.6,0.533,0.209,0.196,4.33,3.87,0.491,Rabi,Partial,0.156,2425.0,0.267,0.49,0.2327,0
FARM-533,Ramesh Chauhan,Nashik,Maharashtra,20.0739,73.7383,Sugarcane,1.54,87.6,19.2,30.2,103.2,62.3,0.707,0.24,0.448,88.9,84.34,0.222,Annual,None,0.165,342.0,0.255,0.517,0.3902,1
FARM-534,Kishan Rathore,Lucknow,Uttar Pradesh,26.6705,80.8374,Rice,3.02,60.4,22.6,29.2,85.2,64.1,0.616,0.535,0.507,3.9,3.83,0.424,Kharif,None,0.219,2528.0,0.269,0.37,0.8811,1
FARM-535,Geeta Sharma,Warangal,Telangana,18.0492,79.4069,Maize,5.96,37.4,30.6,32.4,48.4,58.6,0.591,0.28,0.333,2.96,3.12,0.586,Kharif,Good,0.248,2265.0,0.296,0.575,0.4673,0
FARM-536,Dinesh Murugan,Jodhpur,Rajasthan,26.1053,73.1702,Mustard,1.69,48.6,15.3,28.0,39.9,39.2,0.809,0.22,0.42,1.56,1.65,0.491,Rabi,None,0.327,5516.0,0.323,0.307,0.8535,1
FARM-537,Narayan Sharma,Ahmedabad,Gujarat,23.0205,72.6845,Sugarcane,1.53,61.1,22.8,31.1,75.1,59.4,0.359,0.276,0.328,79.22,82.16,0.619,Annual,None,0.451,327.0,0.095,0.375,0.7896,1
FARM-538,Sunita Choudhary,Solapur,Maharashtra,17.6109,75.9621,Rice,6.56,49.1,41.2,30.4,63.6,57.9,0.266,0.418,0.268,3.09,3.02,0.723,Kharif,Good,0.473,2252.0,0.147,0.62,0.3661,1
FARM-539,Vijay Ghosh,Thanjavur,Tamil Nadu,10.8082,79.0597,Rice,3.68,84.4,22.0,31.5,26.8,65.9,0.521,0.36,0.28,4.61,4.43,0.361,Kharif,Good,0.618,2356.0,0.437,0.648,0.437,1
FARM-540,Bhagwan Pillai,Kurnool,Andhra Pradesh,16.07,77.7579,Maize,3.79,63.9,28.5,25.7,38.8,69.1,0.491,0.28,0.514,3.24,3.42,0.216,Kharif,Partial,0.444,2019.0,0.114,0.604,0.2641,0
FARM-541,Savita Patil,Jodhpur,Rajasthan,26.2915,73.1129,Pulses,2.33,49.5,14.8,29.1,29.3,29.4,0.726,0.263,0.43,1.09,1.24,0.228,Rabi,None,0.384,6845.0,0.52,0.349,0.99,1
FARM-542,Shanti Patel,Warangal,Telangana,17.8577,79.5085,Maize,4.28,44.1,29.1,30.5,69.9,57.7,0.664,0.162,0.462,2.47,2.49,0.582,Kharif,Partial,0.724,2304.0,0.233,0.357,0.8503,1
FARM-543,Sunita Meena,Hooghly,West Bengal,22.9446,88.3821,Rice,6.53,55.6,47.4,27.4,87.1,79.9,0.16,0.461,0.535,3.74,3.65,0.774,Kharif,Good,0.437,2405.0,0.471,0.703,0.3,0
FARM-544,Narayan Rao,Coimbatore,Tamil Nadu,11.359,77.1173,Rice,3.19,56.0,28.0,30.1,54.1,65.3,0.637,0.367,0.541,4.8,4.69,0.832,Kharif,Good,0.46,2363.0,0.619,0.723,0.7909,1
FARM-545,Sanjay Naidu,Bhavnagar,Gujarat,22.0774,72.0649,Cotton,1.7,63.2,25.4,26.2,64.1,45.3,0.372,0.234,0.502,1.27,1.38,0.305,Kharif,None,0.701,7593.0,0.332,0.308,0.7844,1
FARM-546,Anil Choudhary,Dharwad,Karnataka,15.3533,75.1941,Maize,5.07,51.9,35.7,23.5,97.0,70.4,0.237,0.358,0.644,3.44,3.68,0.136,Kharif,Partial,0.39,2301.0,0.305,0.557,0.1518,0
FARM-547,Suresh Yadav,Coimbatore,Tamil Nadu,11.0526,76.8052,Rice,4.06,58.2,17.6,27.9,62.9,73.3,0.672,0.237,0.598,3.66,3.81,0.328,Kharif,None,0.413,2317.0,0.338,0.388,0.99,1
FARM-548,Narayan Jadhav,Gorakhpur,Uttar Pradesh,26.843,83.7201,Wheat,4.77,46.5,32.1,27.4,63.5,61.8,0.386,0.33,0.034,3.74,3.77,0.189,Rabi,Good,0.231,2401.0,0.108,0.585,0.0416,0
FARM-549,Shankar Gowda,Agra,Uttar Pradesh,27.3021,78.1878,Pulses,8.73,67.5,26.2,22.2,77.1,73.1,0.309,0.602,0.53,1.51,1.7,0.155,Rabi,None,0.207,7138.0,0.307,0.526,0.2116,0
FARM-550,Shanti Gowda,Bhopal,Madhya Pradesh,23.3111,77.7554,Wheat,1.21,60.2,25.2,27.1,26.6,56.2,0.409,0.199,0.209,5.1,5.11,0.247,Rabi,None,0.478,2366.0,0.317,0.387,0.4955,0
FARM-551,Anil Naidu,Latur,Maharashtra,18.0703,76.4947,Maize,1.04,71.8,23.8,25.0,40.8,70.0,0.547,0.314,0.491,4.18,4.07,0.309,Kharif,None,0.33,2056.0,0.247,0.462,0.537,1
FARM-552,Ganesh Yadav,Solapur,Maharashtra,17.7777,75.8828,Maize,2.05,54.2,26.2,30.7,36.2,48.1,0.621,0.08,0.66,4.67,5.01,0.535,Kharif,Partial,0.523,2055.0,0.19,0.506,0.8151,1
FARM-553,Harpreet Patel,Thanjavur,Tamil Nadu,10.952,79.1412,Rice,0.99,68.0,43.1,26.2,30.8,82.3,0.343,0.444,0.603,3.75,3.62,0.467,Kharif,Good,0.836,2288.0,0.1,0.618,0.6695,1
FARM-554,Babu Patel,Hisar,Haryana,29.0876,75.7179,Rice,2.83,73.5,32.5,24.1,49.3,55.2,0.447,0.113,0.436,4.25,4.54,0.531,Kharif,Good,0.146,2340.0,0.136,0.851,0.0811,0
FARM-555,Anita Patel,Amritsar,Punjab,31.4994,74.624,Wheat,1.69,66.1,23.7,24.8,51.8,71.9,0.403,0.206,0.094,5.03,5.21,0.256,Rabi,Partial,0.241,2317.0,0.486,0.625,0.1013,0
FARM-556,Suresh Naidu,Gorakhpur,Uttar Pradesh,26.6944,83.2906,Sugarcane,0.56,62.5,27.0,28.4,55.0,78.9,0.519,0.301,0.495,64.65,65.91,0.569,Annual,Partial,0.101,330.0,0.476,0.534,0.6082,1
FARM-557,Mohan Choudhary,Bhopal,Madhya Pradesh,23.2676,77.4322,Wheat,1.57,69.6,19.8,23.6,59.2,46.8,0.504,0.297,0.297,4.28,4.51,0.284,Rabi,None,0.444,2463.0,0.118,0.412,0.2924,1
FARM-558,Ganesh Yadav,Amritsar,Punjab,31.9072,74.6358,Rice,1.93,93.1,39.0,30.0,62.4,65.0,0.318,0.059,0.589,5.15,5.24,0.464,Kharif,Good,0.272,2424.0,0.03,0.805,0.01,0
FARM-559,Prakash Patil,Patiala,Punjab,30.4172,76.264,Wheat,1.29,74.8,30.3,24.5,31.6,77.5,0.357,0.095,0.315,4.65,4.94,0.237,Rabi,Good,0.234,2325.0,0.221,0.617,0.01,0
FARM-560,Sunil Jat,Ujjain,Madhya Pradesh,23.602,75.7434,Wheat,4.67,63.8,46.1,26.5,194.7,64.6,0.468,0.247,0.464,4.84,4.83,0.315,Rabi,Good,0.504,2068.0,0.259,0.66,0.1978,0
FARM-561,Gurpreet Patil,Mysuru,Karnataka,12.459,76.6944,Rice,1.99,76.9,23.8,30.1,101.7,62.8,0.54,0.155,0.249,4.81,4.85,0.421,Kharif,None,0.395,2552.0,0.158,0.535,0.2788,0
FARM-562,Lakshmi Mondal,Kota,Rajasthan,25.2681,75.8371,Mustard,5.43,50.6,13.2,26.1,17.3,34.2,0.547,0.325,0.315,1.22,1.27,0.373,Rabi,None,0.588,5893.0,0.243,0.372,0.8386,0
FARM-563,Mohan Patil,Kota,Rajasthan,25.2673,75.7597,Pulses,6.03,54.7,25.3,29.5,21.2,38.2,0.38,0.303,0.378,0.83,0.91,0.584,Rabi,None,0.101,5946.0,0.283,0.412,0.378,0
FARM-564,Harpreet Verma,Kolhapur,Maharashtra,16.8761,74.1357,Maize,7.77,47.3,34.7,29.1,111.5,54.1,0.664,0.42,0.508,3.4,3.02,0.543,Kharif,Good,0.298,1767.0,0.374,0.596,0.4217,0
FARM-565,Kishan Singh,Agra,Uttar Pradesh,27.0021,77.715,Pulses,4.13,59.4,29.7,28.6,58.0,61.0,0.458,0.51,0.459,0.66,0.72,0.412,Rabi,Good,0.743,6231.0,0.629,0.601,0.6046,1
FARM-566,Shankar Kumar,Jodhpur,Rajasthan,26.4238,72.9912,Pulses,2.57,53.2,30.2,27.3,26.3,43.2,0.509,0.024,0.21,0.9,0.93,0.182,Rabi,Good,0.285,6257.0,0.306,0.592,0.0473,0
FARM-567,Mahesh Murugan,Thanjavur,Tamil Nadu,10.4732,79.0119,Cotton,4.4,68.1,29.4,26.7,48.1,69.1,0.294,0.312,0.601,2.54,2.72,0.299,Kharif,Partial,0.461,6812.0,0.193,0.514,0.3283,1
